title,artist,album,dance,genre,mood,timbre,instrumental,loudness,bpm
['Eine erhalten'],['Eisregen'],['Eine erhalten'],"{'danceable': 0.97480237484, 'not_danceable': 0.0251976512372}","{'cla': 0.00114578194916, 'dan': 0.395814090967, 'hip': 0.00397317996249, 'jaz': 0.00274457572959, 'pop': 0.0460292361677, 'rhy': 0.00665872218087, 'roc': 0.541818022728, 'spe': 0.00181636004709}","{'Cluster1': 0.109401986003, 'Cluster2': 0.0916443318129, 'Cluster3': 0.164448305964, 'Cluster4': 0.2225612849, 'Cluster5': 0.41194409132}","{'bright': 0.710740447044, 'dark': 0.289259582758}","{'instrumental': 0.805551469326, 'voice': 0.194448530674}",0.975014209747,164.459091187
['Scienceless'],['Lemuria'],['The Distance Is So Big'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.0197206474841, 'dan': 0.152170151472, 'hip': 0.264244794846, 'jaz': 0.0448459275067, 'pop': 0.236032098532, 'rhy': 0.0642912760377, 'roc': 0.203794211149, 'spe': 0.014900884591}","{'Cluster1': 0.0772226452827, 'Cluster2': 0.0444035679102, 'Cluster3': 0.227747857571, 'Cluster4': 0.0306320842355, 'Cluster5': 0.61999386549}","{'bright': 0.00186097540427, 'dark': 0.998139023781}","{'instrumental': 0.996596097946, 'voice': 0.00340388109908}",0.810895740986,118.125030518
['Eros (remix)'],['Ludovico Einaudi'],['Islands: Essential Einaudi'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.011175327003, 'dan': 0.00994085054845, 'hip': 0.0112433983013, 'jaz': 0.0062973187305, 'pop': 0.252486467361, 'rhy': 0.691142916679, 'roc': 0.0164884850383, 'spe': 0.00122523319442}","{'Cluster1': 0.0766383036971, 'Cluster2': 0.0869970172644, 'Cluster3': 0.223988339305, 'Cluster4': 0.0692198351026, 'Cluster5': 0.543156504631}","{'bright': 0.0601583831012, 'dark': 0.939841628075}","{'instrumental': 0.965122103691, 'voice': 0.0348779149354}",0.0213620681316,155.895263672
['That Line'],['Irma'],['Letter to the Lord'],"{'danceable': 0.901264548302, 'not_danceable': 0.0987354367971}","{'cla': 0.00319455214776, 'dan': 0.0748236253858, 'hip': 0.0189259499311, 'jaz': 0.0201748497784, 'pop': 0.691034734249, 'rhy': 0.133333325386, 'roc': 0.0559656210244, 'spe': 0.00254731136374}","{'Cluster1': 0.25260296464, 'Cluster2': 0.416609972715, 'Cluster3': 0.065353743732, 'Cluster4': 0.191360935569, 'Cluster5': 0.0740723907948}","{'bright': 0.441576421261, 'dark': 0.558423578739}","{'instrumental': 0.021183218807, 'voice': 0.97881680727}",0.910686373711,90.0049972534
"['ENDLESS RAIN (LIVE VERSION, Recorded at NIPPON BUDOKAN 1990.2.4.)']",['X'],['WEEK END'],"{'danceable': 0.0427042469382, 'not_danceable': 0.957295775414}","{'cla': 0.170304194093, 'dan': 0.0349642150104, 'hip': 0.0327952466905, 'jaz': 0.0468243546784, 'pop': 0.222357019782, 'rhy': 0.201970875263, 'roc': 0.277863055468, 'spe': 0.0129210576415}","{'Cluster1': 0.107270941138, 'Cluster2': 0.206578150392, 'Cluster3': 0.284871846437, 'Cluster4': 0.10353795439, 'Cluster5': 0.297741085291}","{'bright': 0.386100202799, 'dark': 0.613899767399}","{'instrumental': 0.376196175814, 'voice': 0.623803853989}",0.725558280945,77.7914962769
['Inuki'],['James Shimoji'],['REDLINE Original Soundtrack'],"{'danceable': 0.340348362923, 'not_danceable': 0.659651637077}","{'cla': 0.0135806836188, 'dan': 0.00717918947339, 'hip': 0.0339445918798, 'jaz': 0.887471735477, 'pop': 0.0129045750946, 'rhy': 0.0396304242313, 'roc': 0.001187642687, 'spe': 0.00410116650164}","{'Cluster1': 0.180594101548, 'Cluster2': 0.35195338726, 'Cluster3': 0.221615448594, 'Cluster4': 0.208364024758, 'Cluster5': 0.0374730527401}","{'bright': 0.735839188099, 'dark': 0.264160782099}","{'instrumental': 0.0989903658628, 'voice': 0.901009619236}",0.51522642374,95.2111740112
['Sunday in Sevastopol'],['The Verlaines'],['Pot Boiler'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.0190477166325, 'dan': 0.19799657166, 'hip': 0.380656808615, 'jaz': 0.0313411802053, 'pop': 0.0361372679472, 'rhy': 0.237253338099, 'roc': 0.0732178241014, 'spe': 0.0243493113667}","{'Cluster1': 0.0771902948618, 'Cluster2': 0.0444051548839, 'Cluster3': 0.227705493569, 'Cluster4': 0.0306341741234, 'Cluster5': 0.620064914227}","{'bright': 0.00610277568921, 'dark': 0.993897199631}","{'instrumental': 0.999999642372, 'voice': 3.36455514116e-07}",0.842839062214,153.885131836
"['Just You, Just Me']",['Lester Young'],['Vol.3: 1943 The Complementary Works'],"{'danceable': 0.016692712903, 'not_danceable': 0.983307301998}","{'cla': 0.112432092428, 'dan': 0.00156819319818, 'hip': 0.00554084964097, 'jaz': 0.762027323246, 'pop': 0.00777056021616, 'rhy': 0.0949673950672, 'roc': 0.00457321014255, 'spe': 0.0111203864217}","{'Cluster1': 0.151791751385, 'Cluster2': 0.312752783298, 'Cluster3': 0.235916823149, 'Cluster4': 0.262119323015, 'Cluster5': 0.0374193191528}","{'bright': 0.995666742325, 'dark': 0.00433324137703}","{'instrumental': 0.986733853817, 'voice': 0.0132661554962}",0.586930751801,93.0649337769
['Living Room'],['Emeralds'],['What Happened'],"{'danceable': 0.144338876009, 'not_danceable': 0.855661094189}","{'cla': 0.176305502653, 'dan': 0.0689238905907, 'hip': 0.0630825832486, 'jaz': 0.072351500392, 'pop': 0.0862089172006, 'rhy': 0.362513124943, 'roc': 0.136076316237, 'spe': 0.0345381833613}","{'Cluster1': 0.07714959234, 'Cluster2': 0.0444200672209, 'Cluster3': 0.227807804942, 'Cluster4': 0.0306559987366, 'Cluster5': 0.619966506958}","{'bright': 0.000495063664857, 'dark': 0.99950492382}","{'instrumental': 0.999999880791, 'voice': 1.37649209364e-07}",0.183155477047,99.218711853
['Let This Party Never End'],"[""Mark 'Oh""]",['Fetenhits - Best Of 2002'],"{'danceable': 0.999993979931, 'not_danceable': 6.01770079811e-06}","{'cla': 0.000691764347721, 'dan': 0.967788279057, 'hip': 0.00111497356556, 'jaz': 0.000740471470635, 'pop': 0.00734820123762, 'rhy': 0.0036627817899, 'roc': 0.0180244054645, 'spe': 0.000629103102256}","{'Cluster1': 0.140221610665, 'Cluster2': 0.123788654804, 'Cluster3': 0.295068413019, 'Cluster4': 0.0762855634093, 'Cluster5': 0.36463573575}","{'bright': 0.800280272961, 'dark': 0.199719727039}","{'instrumental': 0.108592048287, 'voice': 0.891407966614}",0.929864764214,139.958633423
['Ice Cream Man'],['John Brim'],['Elmore James and John Brim: Whose Muddy Shoes'],"{'danceable': 0.0774734988809, 'not_danceable': 0.922526478767}","{'cla': 0.149776756763, 'dan': 0.00645239232108, 'hip': 0.0425103977323, 'jaz': 0.208731964231, 'pop': 0.123247765005, 'rhy': 0.423214763403, 'roc': 0.0324642620981, 'spe': 0.0136017007753}","{'Cluster1': 0.0920141339302, 'Cluster2': 0.0907161533833, 'Cluster3': 0.511498868465, 'Cluster4': 0.233690261841, 'Cluster5': 0.072080604732}","{'bright': 0.983746170998, 'dark': 0.0162538122386}","{'instrumental': 0.739400625229, 'voice': 0.260599344969}",0.764890253544,126.490905762
['Her Love Rubbed Off (home recording)'],['Carl Perkins'],['The Classic Carl Perkins (Disc 2)'],"{'danceable': 0.164854452014, 'not_danceable': 0.835145533085}","{'cla': 0.255463242531, 'dan': 0.00431237602606, 'hip': 0.0581407770514, 'jaz': 0.517727971077, 'pop': 0.0211710054427, 'rhy': 0.094383969903, 'roc': 0.0131609197706, 'spe': 0.0356397405267}","{'Cluster1': 0.0575900450349, 'Cluster2': 0.185842990875, 'Cluster3': 0.138674378395, 'Cluster4': 0.354791432619, 'Cluster5': 0.263101160526}","{'bright': 0.61974298954, 'dark': 0.380257040262}","{'instrumental': 0.838774681091, 'voice': 0.161225318909}",0.725465536118,91.4994888306
['Andorra (alt. version)'],['Colin Blunstone'],['Sings His Greatest Hits'],"{'danceable': 0.221263960004, 'not_danceable': 0.778736054897}","{'cla': 0.00626480253413, 'dan': 0.00647798134014, 'hip': 0.0135975275189, 'jaz': 0.0404127314687, 'pop': 0.38036236167, 'rhy': 0.384721428156, 'roc': 0.160361394286, 'spe': 0.00780176185071}","{'Cluster1': 0.115581065416, 'Cluster2': 0.27379065752, 'Cluster3': 0.317508131266, 'Cluster4': 0.156922504306, 'Cluster5': 0.136197641492}","{'bright': 0.955840170383, 'dark': 0.044159848243}","{'instrumental': 0.00326852244325, 'voice': 0.996731460094}",0.950032293797,127.933761597
['We Got The Sound'],['Scooter'],['The Fifth Chapter'],"{'danceable': 0.999998867512, 'not_danceable': 1.12477312086e-06}","{'cla': 0.00828714016825, 'dan': 0.362638056278, 'hip': 0.337049812078, 'jaz': 0.0148194478825, 'pop': 0.122243441641, 'rhy': 0.133367344737, 'roc': 0.0145669728518, 'spe': 0.00702781323344}","{'Cluster1': 0.0929885357618, 'Cluster2': 0.0929519608617, 'Cluster3': 0.0649874433875, 'Cluster4': 0.12128136307, 'Cluster5': 0.627790689468}","{'bright': 0.117890387774, 'dark': 0.882109642029}","{'instrumental': 0.16723485291, 'voice': 0.832765161991}",0.892256379128,131.99937439
['Welt hinter Glas (radio edit)'],['Max Mutzke'],['MAX'],"{'danceable': 0.854730069637, 'not_danceable': 0.145269945264}","{'cla': 0.0105228349566, 'dan': 0.0382396355271, 'hip': 0.0400943271816, 'jaz': 0.0251516345888, 'pop': 0.434520512819, 'rhy': 0.402387529612, 'roc': 0.037981081754, 'spe': 0.0111024575308}","{'Cluster1': 0.108170181513, 'Cluster2': 0.290708094835, 'Cluster3': 0.351818025112, 'Cluster4': 0.187513247132, 'Cluster5': 0.0617904514074}","{'bright': 0.953188955784, 'dark': 0.0468110665679}","{'instrumental': 0.00223424076103, 'voice': 0.997765779495}",0.857107639313,138.031234741
['Jacqueline'],['The Durutti Column'],['LC'],"{'danceable': 0.0182196870446, 'not_danceable': 0.981780290604}","{'cla': 0.80325448513, 'dan': 0.00819421838969, 'hip': 0.00893881823868, 'jaz': 0.0919829979539, 'pop': 0.0197500884533, 'rhy': 0.042950656265, 'roc': 0.00945036672056, 'spe': 0.0154783716425}","{'Cluster1': 0.0792312771082, 'Cluster2': 0.617116987705, 'Cluster3': 0.192017808557, 'Cluster4': 0.0872504711151, 'Cluster5': 0.0243834611028}","{'bright': 0.999996006489, 'dark': 4.00882800022e-06}","{'instrumental': 0.995455563068, 'voice': 0.00454446580261}",0.843694508076,136.179626465
"['Act 2 - Venite, Signorina']",['Gioachino Rossini'],"['The Complete Studio Recordings 1949-1969 (Disc 39: Rossini: Il Barbiere Di Siviglia (Maria Callas, Philharmonia Orchestra And Chorus; Alceo Galliera)']","{'danceable': 0.878702402115, 'not_danceable': 0.121297568083}","{'cla': 0.850441098213, 'dan': 0.00097413349431, 'hip': 0.0149422260001, 'jaz': 0.0325726903975, 'pop': 0.00278954207897, 'rhy': 0.0755826830864, 'roc': 0.00104700308293, 'spe': 0.0216506253928}","{'Cluster1': 0.0441163592041, 'Cluster2': 0.216576591134, 'Cluster3': 0.329814046621, 'Cluster4': 0.23413720727, 'Cluster5': 0.175355792046}","{'bright': 0.900002062321, 'dark': 0.0999979674816}","{'instrumental': 0.0208094995469, 'voice': 0.979190528393}",0.0261604115367,109.737716675
['Last Night When We Were Young/While We Were Young'],['Nancy Marano'],['If You Could See Us Now'],"{'danceable': 0.061161480844, 'not_danceable': 0.938838541508}","{'cla': 0.170030891895, 'dan': 0.00333789759316, 'hip': 0.00856309104711, 'jaz': 0.668736040592, 'pop': 0.044477045536, 'rhy': 0.0873396545649, 'roc': 0.00388185493648, 'spe': 0.0136335445568}","{'Cluster1': 0.0691578686237, 'Cluster2': 0.0569067150354, 'Cluster3': 0.382405310869, 'Cluster4': 0.0714159607887, 'Cluster5': 0.420114129782}","{'bright': 0.865926384926, 'dark': 0.134073600173}","{'instrumental': 0.519617259502, 'voice': 0.480382740498}",0.00442026183009,139.417877197
"['Madama Butterfly: Act I. Introduction / ""E soffito e pareti""']","['Mirella Freni, José Carreras, Etc.; Giuseppe Sinopoli: Philharmonia Orchestra, Ambrosian Opera Chorus']",['Madama Butterfly (Philharmonia Orchestra of London and Ambrosian Opera Chorus feat. conductor: Giuseppe Sinopoli)'],"{'danceable': 0.0129933394492, 'not_danceable': 0.987006664276}","{'cla': 0.913179159164, 'dan': 0.00107410119381, 'hip': 0.0040883324109, 'jaz': 0.0565752983093, 'pop': 0.00449429824948, 'rhy': 0.0158454608172, 'roc': 0.000945977750234, 'spe': 0.00379739608616}","{'Cluster1': 0.10390612483, 'Cluster2': 0.15342310071, 'Cluster3': 0.418883115053, 'Cluster4': 0.258503139019, 'Cluster5': 0.0652845129371}","{'bright': 0.301093608141, 'dark': 0.698906362057}","{'instrumental': 0.697817564011, 'voice': 0.302182406187}",0.0108028454706,126.141662598
['Stand Up'],['Flobots'],['Fight With Tools'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.0056232153438, 'dan': 0.0332527309656, 'hip': 0.857023715973, 'jaz': 0.0120701491833, 'pop': 0.0316327996552, 'rhy': 0.0154940187931, 'roc': 0.0177010204643, 'spe': 0.0272023789585}","{'Cluster1': 0.0766998752952, 'Cluster2': 0.0450088866055, 'Cluster3': 0.226113811135, 'Cluster4': 0.0307068862021, 'Cluster5': 0.621470570564}","{'bright': 0.000606884947047, 'dark': 0.999393105507}","{'instrumental': 0.970353364944, 'voice': 0.0296466406435}",0.6891233325,97.9746398926
['Come Into My Life'],['Jimmy Cliff'],['This Is Reggae Music: The Golden Era 1960 to 1975'],"{'danceable': 0.771498084068, 'not_danceable': 0.228501930833}","{'cla': 0.0252326894552, 'dan': 0.0240367203951, 'hip': 0.0614275857806, 'jaz': 0.0344677083194, 'pop': 0.307766199112, 'rhy': 0.419046014547, 'roc': 0.110362619162, 'spe': 0.0176604911685}","{'Cluster1': 0.0794258266687, 'Cluster2': 0.128271788359, 'Cluster3': 0.447739392519, 'Cluster4': 0.186376154423, 'Cluster5': 0.158186838031}","{'bright': 0.0926812663674, 'dark': 0.907318711281}","{'instrumental': 0.339536786079, 'voice': 0.660463213921}",0.884087145329,166.14755249
['Don Juan (demo version)'],['Pet Shop Boys'],['Introspective / Further Listening 1988-1989'],"{'danceable': 0.545203745365, 'not_danceable': 0.454796284437}","{'cla': 0.00748753221706, 'dan': 0.229521095753, 'hip': 0.322286337614, 'jaz': 0.0102354213595, 'pop': 0.165443688631, 'rhy': 0.0470441877842, 'roc': 0.211453288794, 'spe': 0.00652844505385}","{'Cluster1': 0.112427018583, 'Cluster2': 0.104587584734, 'Cluster3': 0.0871083661914, 'Cluster4': 0.117449253798, 'Cluster5': 0.578427791595}","{'bright': 0.834618330002, 'dark': 0.165381684899}","{'instrumental': 0.0720792785287, 'voice': 0.92792069912}",0.963380455971,126.869758606
['Grave Desecration'],['Luftwaffe'],['Dissension'],"{'danceable': 0.44258928299, 'not_danceable': 0.55741071701}","{'cla': 0.0112642766908, 'dan': 0.0284930225462, 'hip': 0.00332085345872, 'jaz': 0.0194761157036, 'pop': 0.0359180942178, 'rhy': 0.00333544285968, 'roc': 0.89390450716, 'spe': 0.00428771134466}","{'Cluster1': 0.17653028667, 'Cluster2': 0.160658031702, 'Cluster3': 0.143201544881, 'Cluster4': 0.141910612583, 'Cluster5': 0.377699524164}","{'bright': 0.0962285622954, 'dark': 0.903771460056}","{'instrumental': 0.00110862462316, 'voice': 0.998891353607}",0.963157832623,135.83996582
"[""Seein' Spots""]",['Precious Jules'],['Precious Jules'],"{'danceable': 0.151169091463, 'not_danceable': 0.848830878735}","{'cla': 0.168888643384, 'dan': 0.176696360111, 'hip': 0.158859923482, 'jaz': 0.0677923932672, 'pop': 0.0423057228327, 'rhy': 0.186584025621, 'roc': 0.169099509716, 'spe': 0.0297734346241}","{'Cluster1': 0.13002961874, 'Cluster2': 0.195230603218, 'Cluster3': 0.111164152622, 'Cluster4': 0.101315170527, 'Cluster5': 0.462260454893}","{'bright': 0.760186493397, 'dark': 0.239813506603}","{'instrumental': 0.125551834702, 'voice': 0.874448180199}",0.95913541317,126.37387085
['Space Cowboy'],['Scooter'],['Sheffield'],"{'danceable': 0.999998152256, 'not_danceable': 1.86142835901e-06}","{'cla': 4.44561919721e-07, 'dan': 0.998196125031, 'hip': 0.000444857607363, 'jaz': 9.37753793551e-06, 'pop': 0.000202262788662, 'rhy': 0.000132074739668, 'roc': 0.000980430631898, 'spe': 3.44525578839e-05}","{'Cluster1': 0.0582511983812, 'Cluster2': 0.0500906333327, 'Cluster3': 0.149293094873, 'Cluster4': 0.0394613407552, 'Cluster5': 0.702903747559}","{'bright': 0.16111408174, 'dark': 0.838885903358}","{'instrumental': 0.911223828793, 'voice': 0.0887761563063}",0.936990320683,143.830230713
['Conscious Self'],['Breaking Orbit'],['The Time Traveller'],"{'danceable': 0.734819233418, 'not_danceable': 0.265180796385}","{'cla': 0.00324682658538, 'dan': 0.0170273650438, 'hip': 0.0194661319256, 'jaz': 0.0177708789706, 'pop': 0.323288828135, 'rhy': 0.0199610777199, 'roc': 0.597525060177, 'spe': 0.00171384669375}","{'Cluster1': 0.0893495231867, 'Cluster2': 0.0727282688022, 'Cluster3': 0.110951125622, 'Cluster4': 0.0445946417749, 'Cluster5': 0.68237644434}","{'bright': 0.110810004175, 'dark': 0.889190018177}","{'instrumental': 0.922424674034, 'voice': 0.0775753110647}",0.822656989098,103.299110413
['[untitled]'],['Tertium Non Data'],['The Third Is Not Given'],"{'danceable': 0.984254360199, 'not_danceable': 0.0157456379384}","{'cla': 0.0146099030972, 'dan': 0.0249071773142, 'hip': 0.797206759453, 'jaz': 0.0352741554379, 'pop': 0.0672206953168, 'rhy': 0.0243589635938, 'roc': 0.0110124964267, 'spe': 0.0254098493606}","{'Cluster1': 0.111790604889, 'Cluster2': 0.384659081697, 'Cluster3': 0.118755042553, 'Cluster4': 0.0748135820031, 'Cluster5': 0.309981703758}","{'bright': 0.00819411873817, 'dark': 0.99180585146}","{'instrumental': 0.909120380878, 'voice': 0.0908796414733}",0.920535385609,162.205383301
['The Rocker'],['Thin Lizzy'],['Life'],"{'danceable': 0.0448938123882, 'not_danceable': 0.955106198788}","{'cla': 0.00292641529813, 'dan': 0.00186528440099, 'hip': 0.00262512336485, 'jaz': 0.000794095511083, 'pop': 0.00783764477819, 'rhy': 0.00157684052829, 'roc': 0.980531096458, 'spe': 0.00184347899631}","{'Cluster1': 0.0748339816928, 'Cluster2': 0.0506475716829, 'Cluster3': 0.259750276804, 'Cluster4': 0.0774673521519, 'Cluster5': 0.537300825119}","{'bright': 0.0167474057525, 'dark': 0.983252584934}","{'instrumental': 0.00454764300957, 'voice': 0.995452344418}",0.951696932316,155.360076904
['Easy Money'],['Waylon Jennings'],['Closing in on the Fire'],"{'danceable': 0.352067917585, 'not_danceable': 0.647932052612}","{'cla': 0.0749655365944, 'dan': 0.0391466617584, 'hip': 0.0240214467049, 'jaz': 0.0219296403229, 'pop': 0.47567564249, 'rhy': 0.285379320383, 'roc': 0.0661054328084, 'spe': 0.0127763310447}","{'Cluster1': 0.0751635804772, 'Cluster2': 0.156866252422, 'Cluster3': 0.322084516287, 'Cluster4': 0.270644068718, 'Cluster5': 0.175241574645}","{'bright': 0.871055424213, 'dark': 0.128944560885}","{'instrumental': 0.27713227272, 'voice': 0.72286772728}",0.88336879015,120.777740479
['Malmaison'],['Tre Mission'],['Malmaison'],"{'danceable': 0.963554739952, 'not_danceable': 0.0364452674985}","{'cla': 0.237795844674, 'dan': 0.0390873216093, 'hip': 0.263968616724, 'jaz': 0.0344977676868, 'pop': 0.269761443138, 'rhy': 0.0870271846652, 'roc': 0.0451604947448, 'spe': 0.0227013342083}","{'Cluster1': 0.0548471361399, 'Cluster2': 0.0925300940871, 'Cluster3': 0.0629872754216, 'Cluster4': 0.100876048207, 'Cluster5': 0.688759446144}","{'bright': 0.124203555286, 'dark': 0.875796437263}","{'instrumental': 0.521790325642, 'voice': 0.478209644556}",0.739041209221,163.869277954
['Birds in My Head'],['Ghinzu'],['Mirror Mirror'],"{'danceable': 0.014236189425, 'not_danceable': 0.985763788223}","{'cla': 0.0649525076151, 'dan': 0.00387978134677, 'hip': 0.13099065423, 'jaz': 0.397940784693, 'pop': 0.00698423804715, 'rhy': 0.337863355875, 'roc': 0.00314871873707, 'spe': 0.0542399398983}","{'Cluster1': 0.077111788094, 'Cluster2': 0.144435659051, 'Cluster3': 0.419581383467, 'Cluster4': 0.180653110147, 'Cluster5': 0.178218051791}","{'bright': 0.00742313312367, 'dark': 0.99257683754}","{'instrumental': 0.00317147537135, 'voice': 0.996828496456}",0.00337332976051,131.505584717
